order_id,customer_id,order_date,shipping_date,shipping_cost,shipping_country,shipping_city,shipping_company,delivery_days,delivery_status,is_domestic
ORD1028,CUST369,3/22/2025,4/3/2025,1000,Serbia,New Rita,Amazon Logistics,12,late,No
ORD1170,CUST706,2/17/2025,2/27/2025,67.98,New Caledonia,Port Alexandra,Dhl,10,ontime,No
ORD1142,CUST725,1/21/2025,2/4/2025,78.01,Martinique,Stanleyland,Usps,14,late,No
ORD1416,CUST341,7/21/2025,7/23/2025,18.91,Greece,Jamesburgh,Fedex,2,ontime,No
ORD1424,CUST157,10/7/2024,10/13/2024,53.2,Hungary,Duranview,Ups,6,ontime,No
ORD1221,CUST590,1/12/2025,1/20/2025,37.37,South Africa,West Michaelchester,Dhl,8,ontime,No
ORD1095,CUST259,5/24/2025,5/29/2025,31.77,Uruguay,Cindyville,Fedex,5,ontime,No
ORD1051,CUST830,10/17/2024,10/22/2024,42.9,Australia,North Sarabury,Ups,5,ontime,No
ORD1240,CUST269,7/28/2025,8/10/2025,34.22,Chad,Robinfort,Amazon Logistics,13,late,No
ORD1375,CUST988,3/1/2025,3/13/2025,9.89,Netherlands,Jacksonmouth,Ups,12,late,No
ORD1381,CUST885,9/21/2024,10/5/2024,64.06,Netherlands,Lake Shannon,Amazon Logistics,14,late,No
ORD1178,CUST872,9/2/2025,9/3/2025,95.21,Estonia,South Danny,Fedex,1,ontime,No
ORD1041,CUST723,10/6/2024,10/10/2024,19.52,Russian Federation,East Carloston,Fedex,4,ontime,No
ORD1439,CUST994,3/22/2025,3/25/2025,36.67,Singapore,Salaston,Amazon Logistics,3,ontime,No
ORD1390,CUST710,8/5/2025,8/7/2025,,Cayman Islands,Port Michael,Fedex,2,ontime,No
ORD1206,CUST761,12/21/2024,1/2/2025,51.63,Swaziland,West Jessicashire,Dhl,12,late,No
ORD1282,CUST202,12/5/2024,12/14/2024,91.49,Tanzania,West Meganstad,Dhl,9,ontime,No
ORD1254,CUST137,12/9/2024,12/17/2024,13.37,Timor-Leste,Corystad,Ups,8,ontime,No
ORD1415,CUST894,8/10/2025,8/16/2025,38.35,Nicaragua,Wrightburgh,Fedex,6,ontime,No
ORD1004,CUST323,2/18/2025,2/22/2025,53.01,Cyprus,Lawrencetown,Dhl,4,ontime,No
ORD1256,CUST985,11/21/2024,11/30/2024,83.37,British Virgin Islands,Davisborough,Dhl,9,ontime,No
ORD1452,CUST234,12/10/2024,12/20/2024,40.79,Ecuador,Lake Rebeccabury,Fedex,10,ontime,No
ORD1100,CUST752,1/5/2025,1/10/2025,20.35,France,South Kristi,Usps,5,ontime,No
ORD1226,CUST720,8/24/2025,9/3/2025,80.12,France,North Scott,Fedex,10,ontime,No
ORD1431,CUST163,4/27/2025,5/5/2025,14.83,Guadeloupe,Ericksonport,Ups,8,ontime,No
ORD1213,CUST296,10/28/2024,11/1/2024,75.17,Macao,Mollymouth,Ups,4,ontime,No
ORD1425,CUST572,7/26/2025,8/3/2025,8.57,Nigeria,East Theresafurt,Ups,8,ontime,No
ORD1171,CUST758,3/2/2025,3/9/2025,17.89,United States Of America,Evansshire,Usps,7,ontime,No
ORD1098,CUST194,2/19/2025,3/2/2025,45.24,Papua New Guinea,Byrdburgh,Ups,11,ontime,No
ORD1292,CUST554,3/16/2025,3/19/2025,70.93,New Caledonia,Perryborough,Dhl,3,ontime,No
ORD1215,CUST711,2/15/2025,2/20/2025,98.15,Trinidad And Tobago,North Terrance,Fedex,5,ontime,No
ORD1061,CUST774,5/7/2025,5/14/2025,38.66,Belgium,Sandovalshire,Usps,7,ontime,No
ORD1047,CUST878,5/28/2025,6/6/2025,,Palau,North Richardmouth,Fedex,9,ontime,No
ORD1032,CUST911,10/22/2024,11/2/2024,45.11,Vanuatu,Natashaport,Dhl,11,ontime,No
ORD1267,CUST525,6/18/2025,7/2/2025,50.84,Slovenia,Stephentown,Unspecified,14,late,No
ORD1327,CUST734,5/21/2025,5/30/2025,36.16,Qatar,Andersonland,Amazon Logistics,9,ontime,No
ORD1200,CUST129,3/7/2025,3/15/2025,85.84,Yemen,Lake Marilynfort,Fedex,8,ontime,No
ORD1450,CUST619,6/26/2025,7/9/2025,,Lesotho,East Maria,Amazon Logistics,13,late,No
ORD1027,CUST242,11/9/2024,11/13/2024,75.77,Korea,Lake Nancyview,Unspecified,4,ontime,No
ORD1392,CUST378,7/12/2025,7/20/2025,67.88,Lithuania,West Angelastad,Usps,8,ontime,No
ORD1230,CUST857,4/19/2025,4/21/2025,95.02,Guinea-Bissau,Victoriaport,Fedex,2,ontime,No
ORD1260,CUST308,1/14/2025,1/19/2025,57.18,Singapore,Port Rachel,Ups,5,ontime,No
ORD1288,CUST993,10/14/2024,10/23/2024,8.41,San Marino,South Robert,Dhl,9,ontime,No
ORD1162,CUST977,6/10/2025,6/23/2025,59.69,Martinique,West Brandon,Usps,13,late,No
ORD1428,CUST694,3/22/2025,3/31/2025,95.65,Armenia,North Derrickmouth,Dhl,9,ontime,No
ORD1138,CUST390,9/18/2024,9/27/2024,68.07,Vanuatu,Barbarafurt,Amazon Logistics,9,ontime,No
ORD1062,CUST578,3/31/2025,4/14/2025,74.26,Germany,Jamesmouth,Dhl,14,late,No
ORD1135,CUST721,3/11/2025,3/22/2025,35.61,Paraguay,New Staciemouth,Usps,11,ontime,No
ORD1128,CUST738,10/11/2024,10/17/2024,68.02,Norway,Taylormouth,Dhl,6,ontime,No
ORD1481,CUST688,10/30/2024,11/3/2024,73.26,Malaysia,Bryantton,Ups,4,ontime,No
ORD1008,CUST814,7/19/2025,7/26/2025,37.32,Aruba,Herrerafurt,Fedex,7,ontime,No
ORD1326,CUST210,1/16/2025,1/27/2025,27.21,Belgium,West Kyle,Dhl,11,ontime,No
ORD1468,CUST127,11/2/2024,11/9/2024,10.06,Lesotho,Sharitown,Amazon Logistics,7,ontime,No
ORD1064,CUST354,3/5/2025,3/9/2025,23.07,Germany,North Stephenshire,Usps,4,ontime,No
ORD1300,CUST394,5/26/2025,6/6/2025,56.93,Sri Lanka,Charleston,Dhl,11,ontime,No
ORD1014,CUST982,5/3/2025,5/9/2025,59.85,North Macedonia,New Jessica,Dhl,6,ontime,No
ORD1156,CUST340,5/24/2025,5/29/2025,36.91,Mozambique,Thomashaven,Amazon Logistics,5,ontime,No
ORD1040,CUST991,9/17/2024,9/28/2024,33.35,Namibia,New Jeffrey,Amazon Logistics,11,ontime,No
ORD1379,CUST476,9/21/2024,9/23/2024,77.45,Cambodia,Johnsonland,Amazon Logistics,2,ontime,No
ORD1464,CUST828,5/18/2025,6/1/2025,54.01,Equatorial Guinea,North Jill,Dhl,14,late,No
ORD1406,CUST514,12/20/2024,1/1/2025,65.81,Pakistan,Port Ashley,Ups,12,late,No
ORD1216,CUST403,12/20/2024,12/24/2024,39.28,Guadeloupe,Santosmouth,Ups,4,ontime,No
ORD1279,CUST495,1/15/2025,1/26/2025,80.28,Paraguay,South Michaelchester,Fedex,11,ontime,No
ORD1438,CUST390,2/18/2025,2/23/2025,73.75,Canada,Vaughnchester,Amazon Logistics,5,ontime,No
ORD1434,CUST636,4/28/2025,5/7/2025,62.93,Lebanon,Tammyshire,Ups,9,ontime,No
ORD1337,CUST555,6/28/2025,7/2/2025,86.27,San Marino,Youngbury,Dhl,4,ontime,No
ORD1236,CUST172,5/10/2025,5/21/2025,27.18,Oman,West Kristinaton,Ups,11,ontime,No
ORD1207,CUST195,4/22/2025,4/27/2025,26.05,Palestinian Territory,Grimesmouth,Fedex,5,ontime,No
ORD1212,CUST423,2/5/2025,2/7/2025,75.57,Panama,South Tammie,Fedex,2,ontime,No
ORD1295,CUST643,9/26/2024,10/3/2024,58.76,Cyprus,Joyceton,Fedex,7,ontime,No
ORD1461,CUST936,1/2/2025,1/6/2025,81.12,Montenegro,West Justinside,Fedex,4,ontime,No
ORD1251,CUST428,2/18/2025,3/1/2025,14.94,Namibia,South Diana,Fedex,11,ontime,No
ORD1493,CUST812,3/6/2025,3/14/2025,65.01,Guatemala,West Jacob,Fedex,8,ontime,No
ORD1462,CUST993,3/31/2025,4/5/2025,9.96,Lithuania,Port William,Usps,5,ontime,No
ORD1303,CUST965,12/30/2024,1/4/2025,23.93,Brazil,Smithmouth,Usps,5,ontime,No
ORD1350,CUST702,6/30/2025,7/6/2025,6.5,Romania,Westtown,Ups,6,ontime,No
ORD1269,CUST295,3/18/2025,3/28/2025,53.28,Rwanda,Jonesland,Fedex,10,ontime,No
ORD1201,CUST599,9/6/2025,9/10/2025,38.71,Saint Barthelemy,Williamview,Ups,4,ontime,No
ORD1161,CUST498,1/2/2025,1/15/2025,60.49,Denmark,Harrytown,Dhl,13,late,No
ORD1043,CUST713,12/1/2024,12/7/2024,51.42,Mauritius,Lake Selena,Dhl,6,ontime,No
ORD1217,CUST114,8/6/2025,8/18/2025,55.74,Peru,Finleyfort,Ups,12,late,No
ORD1401,CUST279,11/24/2024,11/27/2024,41.12,North Macedonia,Davidport,Fedex,3,ontime,No
ORD1190,CUST901,8/8/2025,8/9/2025,37.98,Central African Republic,Robertfort,Usps,1,ontime,No
ORD1309,CUST894,6/18/2025,7/1/2025,26.86,Svalbard & Jan Mayen Islands,East Curtis,Ups,13,late,No
ORD1259,CUST874,4/12/2025,4/20/2025,64.41,Cote D'Ivoire,Port Molly,Dhl,8,ontime,No
ORD1105,CUST415,7/19/2025,7/25/2025,90.4,Congo,North Brandon,Dhl,6,ontime,No
ORD1053,CUST330,8/25/2025,8/27/2025,37.12,Bahamas,South Aaron,Amazon Logistics,2,ontime,No
ORD1389,CUST838,5/26/2025,6/1/2025,,Guatemala,New Amberport,Amazon Logistics,6,ontime,No
ORD1001,CUST350,11/2/2024,11/6/2024,18.26,Saint Pierre And Miquelon,Lake Joyside,Dhl,4,ontime,No
ORD1491,CUST236,7/30/2025,7/31/2025,38.47,Afghanistan,West Stevenside,Ups,1,ontime,No
ORD1487,CUST144,6/19/2025,6/30/2025,41.75,Oman,Brooksfurt,Ups,11,ontime,No
ORD1049,CUST371,3/2/2025,3/11/2025,87.88,Burundi,Whitemouth,Usps,9,ontime,No
ORD1419,CUST872,12/1/2024,12/11/2024,77.19,Myanmar,Brandonport,Usps,10,ontime,No
ORD1080,CUST169,10/18/2024,10/29/2024,86.87,Guinea,Dicksonberg,Usps,11,ontime,No
ORD1205,CUST668,7/6/2025,7/19/2025,27.83,Somalia,Morganhaven,Usps,13,late,No
ORD1034,CUST641,10/12/2024,10/17/2024,97.25,Saint Martin,Cabreraside,Dhl,5,ontime,No
ORD1430,CUST429,11/2/2024,11/12/2024,50.18,Greece,Unkown,Fedex,10,ontime,No
ORD1263,CUST418,9/14/2024,9/23/2024,6.3,Guinea-Bissau,New Mario,Usps,9,ontime,No
ORD1427,CUST729,6/29/2025,7/9/2025,53.17,Cambodia,New William,Usps,10,ontime,No
ORD1366,CUST333,1/7/2025,1/14/2025,37.2,Malaysia,Haysside,Usps,7,ontime,No
ORD1091,CUST953,12/21/2024,12/30/2024,71.84,Argentina,New Ryanmouth,Amazon Logistics,9,ontime,No
ORD1339,CUST162,1/29/2025,2/5/2025,31.21,Philippines,Murrayport,Dhl,7,ontime,No
ORD1478,CUST224,11/26/2024,11/27/2024,27.65,Montserrat,East Mark,Amazon Logistics,1,ontime,No
ORD1052,CUST548,11/12/2024,11/21/2024,47.89,Ireland,Olsonfurt,Fedex,9,ontime,No
ORD1345,CUST436,8/28/2025,9/10/2025,19.02,Cyprus,Unkown,Amazon Logistics,13,late,No
ORD1264,CUST195,11/15/2024,11/19/2024,99.26,Estonia,East Judyhaven,Dhl,4,ontime,No
ORD1241,CUST395,7/19/2025,7/27/2025,16.81,French Polynesia,Lindamouth,Ups,8,ontime,No
ORD1013,CUST180,11/29/2024,12/8/2024,32.85,Paraguay,Jacquelineland,Amazon Logistics,9,ontime,No
ORD1315,CUST434,7/15/2025,7/27/2025,44.47,Falkland Islands (Malvinas),West Williamport,Fedex,12,late,No
ORD1088,CUST202,8/10/2025,8/12/2025,56.08,Bangladesh,Michaelhaven,Amazon Logistics,2,ontime,No
ORD1387,CUST864,11/25/2024,12/4/2024,25.44,British Virgin Islands,Port Charles,Usps,9,ontime,No
ORD1273,CUST693,8/6/2025,8/17/2025,51.52,Palau,South Shannon,Fedex,11,ontime,No
ORD1166,CUST324,11/19/2024,11/24/2024,46.4,Austria,Shelleyfort,Dhl,5,ontime,No
ORD1328,CUST326,1/7/2025,1/18/2025,11.01,Monaco,Schneidermouth,Usps,11,ontime,No
ORD1497,CUST507,12/13/2024,12/27/2024,56.59,Saint Vincent And The Grenadines,South Scottside,Ups,14,late,No
ORD1134,CUST411,11/25/2024,11/30/2024,24.97,Taiwan,New Elijahberg,Amazon Logistics,5,ontime,No
ORD1306,CUST122,3/31/2025,4/14/2025,67.53,Belgium,Unkown,Ups,14,late,No
ORD1485,CUST657,10/2/2024,10/11/2024,79.71,Vietnam,South Anthonychester,Amazon Logistics,9,ontime,No
ORD1319,CUST864,5/20/2025,6/3/2025,37.18,Comoros,Cassidyhaven,Dhl,14,late,No
ORD1243,CUST652,5/28/2025,6/5/2025,,Indonesia,Christopherfurt,Amazon Logistics,8,ontime,No
ORD1054,CUST667,2/7/2025,2/11/2025,60.9,Estonia,Mitchellside,Dhl,4,ontime,No
ORD1363,CUST540,3/8/2025,3/10/2025,80.34,Qatar,Welchberg,Dhl,2,ontime,No
ORD1050,CUST316,12/15/2024,12/24/2024,76.75,Tunisia,South Lindseyside,Fedex,9,ontime,No
ORD1460,CUST614,11/20/2024,11/29/2024,44.77,Vietnam,Nancytown,Fedex,9,ontime,No
ORD1174,CUST384,11/8/2024,11/21/2024,95.36,Dominican Republic,New Charles,Usps,13,late,No
ORD1445,CUST195,6/4/2025,6/15/2025,68.69,Romania,Stewartstad,Amazon Logistics,11,ontime,No
ORD1189,CUST924,1/22/2025,1/24/2025,80.64,Ireland,Manuelville,Amazon Logistics,2,ontime,No
ORD1340,CUST968,7/8/2025,7/22/2025,48.2,Hong Kong,Burchborough,Fedex,14,late,No
ORD1463,CUST995,12/23/2024,12/29/2024,57.68,Congo,West Franciscomouth,Dhl,6,ontime,No
ORD1187,CUST807,2/27/2025,3/13/2025,64.59,United States Virgin Islands,Howardshire,Dhl,14,late,No
ORD1169,CUST737,1/4/2025,1/13/2025,7.56,Belize,North Angela,Usps,9,ontime,No
ORD1058,CUST319,10/10/2024,10/19/2024,17.57,Thailand,North Brooke,Amazon Logistics,9,ontime,No
ORD1048,CUST775,7/16/2025,7/24/2025,94.95,Tokelau,East Jamesside,Fedex,8,ontime,No
ORD1344,CUST312,12/23/2024,1/2/2025,25.52,Korea,Port Samuel,Fedex,10,ontime,No
ORD1235,CUST823,6/29/2025,7/4/2025,71.78,Saint Helena,Lake Colton,Usps,5,ontime,No
ORD1252,CUST437,7/29/2025,8/5/2025,70.9,Liechtenstein,Crosbyview,Ups,7,ontime,No
ORD1021,CUST267,8/23/2025,8/31/2025,41.05,Myanmar,Coxberg,Amazon Logistics,8,ontime,No
ORD1313,CUST416,5/16/2025,5/29/2025,46.88,North Macedonia,Michellemouth,Amazon Logistics,13,late,No
ORD1459,CUST551,9/6/2025,9/14/2025,78.1,Uruguay,Port Randyfort,Unspecified,8,ontime,No
ORD1160,CUST525,3/16/2025,3/17/2025,24.65,Falkland Islands (Malvinas),Tinaborough,Usps,1,ontime,No
ORD1276,CUST429,2/1/2025,2/15/2025,22.92,Zimbabwe,Lake Sandra,Fedex,14,late,No
ORD1443,CUST672,5/3/2025,5/10/2025,66.13,Liberia,East Joshua,Ups,7,ontime,No
ORD1191,CUST777,12/29/2024,1/4/2025,11.55,Panama,Cervantesside,Ups,6,ontime,No
ORD1385,CUST679,2/6/2025,2/17/2025,43.07,United States Minor Outlying Islands,West Kimberlymouth,Fedex,11,ontime,No
ORD1293,CUST147,6/29/2025,7/5/2025,80.63,Malaysia,West Russellport,Ups,6,ontime,No
ORD1413,CUST441,1/10/2025,1/23/2025,20.97,Dominican Republic,Martinezmouth,Amazon Logistics,13,late,No
ORD1343,CUST905,6/12/2025,6/22/2025,24.49,Tanzania,West Christopherburgh,Amazon Logistics,10,ontime,No
ORD1257,CUST773,5/16/2025,5/30/2025,56.55,Northern Mariana Islands,North Kristinbury,Unspecified,14,late,No
ORD1308,CUST720,10/23/2024,11/4/2024,52.19,Marshall Islands,Port Michael,Ups,12,late,No
ORD1149,CUST672,4/18/2025,4/28/2025,35.14,New Zealand,Rogersfort,Usps,10,ontime,No
ORD1130,CUST434,3/4/2025,3/11/2025,71.23,Greece,Kathleenfurt,Amazon Logistics,7,ontime,No
ORD1151,CUST536,7/15/2025,7/29/2025,,Eritrea,Joshuaview,Usps,14,late,No
ORD1359,CUST175,5/13/2025,5/15/2025,35.6,Iceland,Jontown,Fedex,2,ontime,No
ORD1099,CUST145,5/6/2025,5/7/2025,36.69,Montenegro,Richardtown,Fedex,1,ontime,No
ORD1372,CUST669,12/21/2024,12/22/2024,1000,Spain,Lake Rogerchester,Amazon Logistics,1,ontime,No
ORD1087,CUST109,12/4/2024,12/12/2024,64.01,Anguilla,South Mark,Amazon Logistics,8,ontime,No
ORD1458,CUST955,12/8/2024,12/12/2024,39.94,Martinique,East Robertburgh,Amazon Logistics,4,ontime,No
ORD1330,CUST243,1/27/2025,1/28/2025,94.89,Andorra,Kyleborough,Ups,1,ontime,No
ORD1214,CUST841,10/17/2024,10/27/2024,97.78,Malta,Smithberg,Amazon Logistics,10,ontime,No
ORD1466,CUST560,5/15/2025,5/24/2025,19,Ukraine,Wilcoxhaven,Usps,9,ontime,No
ORD1121,CUST139,7/29/2025,7/31/2025,61.67,Italy,Steinshire,Ups,2,ontime,No
ORD1479,CUST568,3/30/2025,4/1/2025,15.53,Kenya,Lake Jamieshire,Usps,2,ontime,No
ORD1020,CUST750,12/13/2024,12/16/2024,55.74,Samoa,Juliechester,Fedex,3,ontime,No
ORD1188,CUST813,2/25/2025,3/10/2025,33.65,North Macedonia,Costafort,Amazon Logistics,13,late,No
ORD1071,CUST160,11/29/2024,12/2/2024,41,Saint Barthelemy,Jamesview,Usps,3,ontime,No
ORD1106,CUST466,3/12/2025,3/16/2025,69.8,New Zealand,South Robertshire,Dhl,4,ontime,No
ORD1270,CUST984,1/12/2025,1/14/2025,31.24,New Caledonia,North David,Usps,2,ontime,No
ORD1348,CUST212,9/5/2025,9/16/2025,87.31,Bolivia,Laceyberg,Fedex,11,ontime,No
ORD1435,CUST481,4/21/2025,4/26/2025,41.8,Denmark,New Timothyhaven,Unspecified,5,ontime,No
ORD1102,CUST214,5/29/2025,5/31/2025,94.78,Croatia,Leonburgh,Fedex,2,ontime,No
